sentence_id,word_id,old_lemma,new_lemma
a1k-fragment02_59,,,
a1k-fragment02_60,,,
a1k-fragment02_61,,,
a1k-fragment02_67,,,
a1k-fragment02_68,,,
a1k-fragment02_69,,,
a1k-fragment02_71,,,
a1k-fragment02_77,,,
a1k-fragment02_80,,,
a1l-fragment01_1,,,
a1l-fragment01_2,,,
a1l-fragment01_4,,,
a1l-fragment01_5,,,
a1l-fragment01_8,,,
a1l-fragment01_10,,,
a1l-fragment01_13,,,
a1l-fragment01_14,,,
a1l-fragment01_15,,,
a1l-fragment01_16,,,
a1l-fragment01_17,,,
a1l-fragment01_21,,,
a1l-fragment01_22,,,
a1l-fragment01_24,,,
a1l-fragment01_25,,,
a1l-fragment01_27,,,
a1l-fragment01_28,,,
a1l-fragment01_30,,,
a1l-fragment01_31,,,
a1l-fragment01_32,,,
a1l-fragment01_34,,,
a1l-fragment01_35,,,
a1l-fragment01_36,,,
a1l-fragment01_43,,,
a1l-fragment01_45,,,
a1l-fragment01_48,,,
a1l-fragment01_50,,,
a1m-fragment01_2,,,
a1m-fragment01_5,,,
a1m-fragment01_8,,,
a1m-fragment01_11,,,
a1m-fragment01_12,,,
a1m-fragment01_13,,,
a1m-fragment01_14,,,
a1m-fragment01_20,,,
a1m-fragment01_24,,,
a1m-fragment01_25,,,
a1m-fragment01_27,,,
a1m-fragment01_29,,,
a1m-fragment01_34,,,
a1m-fragment01_35,,,
a1m-fragment01_37,,,
a1m-fragment01_43,,,
a1m-fragment01_49,,,
a1m-fragment01_50,,,
a1m-fragment01_51,,,
a1m-fragment01_52,,,
a1m-fragment01_53,,,
a1m-fragment01_55,,,
a1m-fragment01_57,,,
a1n-fragment09_201,,,
a1n-fragment09_202,,,
a1n-fragment09_203,,,
a1n-fragment09_205,,,
a1n-fragment09_206,,,
a1n-fragment09_208,,,
a1n-fragment09_209,,,
a1n-fragment09_210,,,
a1n-fragment09_215,,,
a1n-fragment09_220,,,
a1n-fragment09_222,,,
a1n-fragment09_224,,,
a1n-fragment09_227,,,
a1n-fragment18_335,,,
a1n-fragment18_336,,,
a1n-fragment18_338,,,
a1n-fragment18_339,,,
a1n-fragment18_340,,,
a1n-fragment18_343,,,
a1n-fragment18_344,,,
a1n-fragment18_345,,,
a1n-fragment18_348,,,
a1n-fragment18_350,,,
a1n-fragment18_354,,,
a1n-fragment18_357,,,
a1n-fragment18_360,,,
a1n-fragment18_361,,,
a1n-fragment18_364,,,
a1n-fragment18_366,,,
a1n-fragment18_367,,,
a1n-fragment18_372,,,
a1n-fragment18_373,,,
a1n-fragment18_374,,,
a1n-fragment18_375,,,
a1p-fragment01_1,,,
a1p-fragment01_2,,,
a1p-fragment01_7,,,
a1p-fragment01_9,,,
a1p-fragment01_10,,,
a1p-fragment01_16,,,
a1p-fragment01_21,,,
a1p-fragment01_24,,,
a1p-fragment03_58,,,
a1p-fragment03_59,,,
a1p-fragment03_63,,,
a1p-fragment03_67,,,
a1p-fragment03_68,,,
a1p-fragment03_70,,,
a1p-fragment03_72,,,
a1p-fragment03_73,,,
a1p-fragment03_74,,,
a1p-fragment03_76,,,
a1p-fragment03_79,,,
a1p-fragment03_80,,,
a1p-fragment03_82,,,
a1p-fragment03_83,,,
a1p-fragment03_84,,,
a1u-fragment04_56,,,
a1u-fragment04_61,,,
a1u-fragment04_62,,,
a1u-fragment04_64,,,
a1u-fragment04_65,,,
a1u-fragment04_68,,,
a1u-fragment04_72,,,
a1u-fragment04_79,,,
a1u-fragment04_82,,,
a1u-fragment04_83,,,
a1u-fragment04_84,,,
a1u-fragment04_86,,,
a1u-fragment04_87,,,
a1u-fragment04_88,,,
a1u-fragment04_89,,,
a1u-fragment04_90,,,
a1u-fragment04_91,,,
a1u-fragment04_92,,,
a1u-fragment04_93,,,
a1u-fragment04_96,,,
a1u-fragment04_97,,,
a1u-fragment04_100,,,
a1u-fragment04_101,,,
a1u-fragment04_102,,,
a1u-fragment04_104,,,
a1u-fragment04_105,,,
a1u-fragment04_106,,,
a1u-fragment04_107,,,
a1u-fragment04_108,,,
a1u-fragment04_109,,,
a1u-fragment04_114,,,
a1u-fragment04_117,,,
a1u-fragment04_119,,,
a1u-fragment04_120,,,
a1u-fragment04_121,,,
a1u-fragment04_126,,,
a1u-fragment04_129,,,
a1u-fragment04_135,,,
a1u-fragment04_136,,,
a1u-fragment04_137,,,
a1u-fragment04_139,,,
a1u-fragment04_141,,,
a1u-fragment04_142,,,
a1u-fragment04_144,,,
a1u-fragment04_146,,,
a1u-fragment04_147,,,
a1u-fragment04_153,,,
a1u-fragment04_154,,,
a1u-fragment04_155,,,
a1x-fragment03_155,,,
a1x-fragment03_158,,,
a1x-fragment03_159,,,
a1x-fragment03_160,,,
a1x-fragment03_161,,,
a1x-fragment04_163,,,
a1x-fragment04_166,,,
a1x-fragment04_168,,,
a1x-fragment04_169,,,
a1x-fragment04_171,,,
a1x-fragment04_172,,,
a1x-fragment04_173,,,
a1x-fragment05_175,,,
a1x-fragment05_176,,,
a1x-fragment05_180,,,
a1x-fragment05_181,,,
a1x-fragment05_182,,,
a1x-fragment05_184,,,
a1x-fragment05_187,,,
a1x-fragment05_188,,,
a2d-fragment05_27,,,
a2d-fragment05_28,,,
a2d-fragment05_30,,,
a2d-fragment05_31,,,
a2d-fragment05_34,,,
a2d-fragment05_35,,,
a2d-fragment05_36,,,
a2d-fragment05_38,,,
a2d-fragment05_39,,,
a2d-fragment05_41,,,
a2d-fragment05_44,,,
a2d-fragment05_46,,,
a2d-fragment05_49,,,
a2d-fragment05_50,,,
a2d-fragment05_51,,,
a2d-fragment05_52,,,
a2d-fragment05_56,,,
a2d-fragment05_57,,,
a2d-fragment05_58,,,
a2d-fragment05_60,,,
a2d-fragment05_61,,,
a2d-fragment05_62,,,
a2d-fragment05_65,,,
a2d-fragment05_66,,,
a2d-fragment05_70,,,
a2d-fragment05_77,,,
a2d-fragment05_81,,,
a2d-fragment05_83,,,
a2d-fragment05_84,,,
a2d-fragment05_85,,,
a2d-fragment05_87,,,
a2d-fragment05_88,,,
a31-fragment03_117,,,
a31-fragment03_120,,,
a31-fragment03_123,,,
a31-fragment03_124,,,
a31-fragment03_129,,,
a31-fragment03_131,,,
a31-fragment03_139,,,
a36-fragment07_179,,,
a36-fragment07_180,,,
a36-fragment07_181,,,
a36-fragment07_182,,,
a36-fragment07_185,,,
a36-fragment07_187,,,
a36-fragment07_189,,,
a36-fragment07_191,,,
a36-fragment07_192,,,
a36-fragment07_193,,,
a36-fragment07_194,,,
a36-fragment07_197,,,
a36-fragment07_204,,,
a38-fragment01_2,,,
a38-fragment01_4,,,
a38-fragment01_6,,,
a38-fragment01_7,,,
a38-fragment01_8,,,
a38-fragment01_11,,,
a38-fragment01_12,,,
a38-fragment01_13,,,
a38-fragment01_14,,,
a38-fragment01_16,,,
a38-fragment01_20,,,
a38-fragment01_22,,,
a38-fragment01_23,,,
a38-fragment01_25,,,
a38-fragment01_26,,,
a38-fragment01_29,,,
a38-fragment01_31,,,
a38-fragment01_32,,,
a38-fragment01_34,,,
a39-fragment01_1,,,
a39-fragment01_2,,,
a39-fragment01_4,,,
a39-fragment01_9,,,
a39-fragment01_10,,,
a3c-fragment05_188,,,
a3c-fragment05_192,,,
a3c-fragment05_194,,,
a3c-fragment05_195,,,
a3c-fragment05_199,,,
a3c-fragment05_200,,,
a3c-fragment05_203,,,
a3c-fragment05_206,,,
a3c-fragment05_209,,,
a3c-fragment05_212,,,
a3c-fragment05_213,,,
a3c-fragment05_216,,,
a3c-fragment05_217,,,
a3c-fragment05_221,,,
a3c-fragment05_222,,,
a3c-fragment05_224,,,
a3c-fragment05_225,,,
a3c-fragment05_226,,,
a3c-fragment05_230,,,
a3c-fragment05_233,,,
a3c-fragment05_236,,,
a3c-fragment05_240,,,
a3c-fragment05_241,,,
a3c-fragment05_242,,,
a3c-fragment05_248,,,
a3c-fragment05_250,,,
a3c-fragment05_252,,,
a3c-fragment05_253,,,
a3c-fragment05_255,,,
a3e-fragment02_5,,,
a3e-fragment02_6,,,
a3e-fragment02_7,,,
a3e-fragment02_9,,,
a3e-fragment02_12,,,
a3e-fragment02_13,,,
a3e-fragment02_16,,,
a3e-fragment02_21,,,
a3e-fragment03_24,,,
a3e-fragment03_25,,,
a3e-fragment03_26,,,
a3e-fragment03_31,,,
a3e-fragment03_32,,,
a3e-fragment03_33,,,
a3e-fragment03_37,,,
a3e-fragment03_38,,,
a3e-fragment03_44,,,
a3e-fragment03_48,,,
a3e-fragment03_49,,,
a3e-fragment03_50,,,
a3e-fragment03_51,,,
a3e-fragment03_52,,,
a3e-fragment03_54,,,
a3e-fragment03_56,,,
a3k-fragment11_109,,,
a3k-fragment11_111,,,
a3k-fragment11_112,,,
a3k-fragment11_113,,,
a3k-fragment11_116,,,
a3k-fragment11_117,,,
a3k-fragment11_122,,,
a3k-fragment11_124,,,
a3k-fragment11_126,,,
a3k-fragment11_131,,,
a3k-fragment11_132,,,
a3k-fragment11_133,,,
a3k-fragment11_135,,,
a3k-fragment11_137,,,
a3k-fragment11_142,,,
a3k-fragment11_148,,,
a3k-fragment11_151,,,
a3k-fragment11_153,,,
a3k-fragment11_156,,,
a3k-fragment11_157,,,
a3k-fragment11_161,,,
a3m-fragment02_45,,,
a3m-fragment02_46,,,
a3m-fragment02_49,,,
a3m-fragment02_50,,,
a3m-fragment02_51,,,
a3m-fragment02_52,,,
a3m-fragment02_53,,,
a3m-fragment02_54,,,
a3m-fragment02_55,,,
a3m-fragment02_56,,,
a3m-fragment02_57,,,
a3m-fragment02_59,,,
a3m-fragment02_60,,,
a3m-fragment02_61,,,
a3m-fragment02_62,,,
a3m-fragment02_63,,,
a3m-fragment02_66,,,
a3m-fragment02_75,,,
a3m-fragment02_80,,,
a3m-fragment02_82,,,
a3m-fragment02_87,,,
a3p-fragment09_159,,,
a3p-fragment09_172,,,
a3p-fragment09_177,,,
a3p-fragment09_180,,,
a3p-fragment09_181,,,
a3p-fragment09_182,,,
a3p-fragment09_186,,,
a3p-fragment09_187,,,
a3p-fragment09_189,,,
a3p-fragment09_200,,,
a3p-fragment09_203,,,
a3p-fragment09_204,,,
a4d-fragment02_74,,,
a4d-fragment02_75,,,
a4d-fragment02_76,,,
a4d-fragment02_77,,,
a4d-fragment02_81,,,
a4d-fragment02_82,,,
a4d-fragment02_85,,,
a4d-fragment02_86,,,
a4d-fragment02_88,,,
a4d-fragment02_91,,,
a4d-fragment02_93,,,
a4d-fragment02_94,,,
a4d-fragment02_95,,,
a4d-fragment02_96,,,
a4d-fragment02_99,,,
a4d-fragment02_100,,,
a4d-fragment02_102,,,
a4d-fragment02_103,,,
a4d-fragment02_104,,,
a4d-fragment02_107,,,
a4d-fragment02_109,,,
a4d-fragment02_110,,,
a4d-fragment02_111,,,
a4d-fragment02_112,,,
a4d-fragment02_113,,,
a4d-fragment02_114,,,
a4d-fragment02_115,,,
a4d-fragment02_116,,,
a4d-fragment02_118,,,
a4d-fragment02_119,,,
a4d-fragment02_121,,,
a4d-fragment02_123,,,
a4d-fragment02_124,,,
a5e-fragment06_146,,,
a5e-fragment06_148,,,
a5e-fragment06_152,,,
a5e-fragment06_153,,,
a5e-fragment06_158,,,
a5e-fragment06_159,,,
a5e-fragment06_160,,,
a5e-fragment06_164,,,
a5e-fragment06_165,,,
a5e-fragment06_170,,,
a5e-fragment06_173,,,
a5e-fragment06_176,,,
a5e-fragment06_177,,,
a5e-fragment06_179,,,
a5e-fragment06_181,,,
a5e-fragment06_182,,,
a5e-fragment06_185,,,
a5e-fragment06_186,,,
a5e-fragment06_191,,,
a5e-fragment06_192,,,
a5e-fragment06_193,,,
a5e-fragment06_194,,,
a5e-fragment06_197,,,
a5e-fragment06_199,,,
a5e-fragment06_201,,,
a6u-fragment02_168,,,
a6u-fragment02_169,,,
a6u-fragment02_170,,,
a6u-fragment02_172,,,
a6u-fragment02_174,,,
a6u-fragment02_177,,,
a6u-fragment02_179,,,
a6u-fragment02_185,,,
a6u-fragment02_186,,,
a6u-fragment02_187,,,
a6u-fragment02_189,,,
a6u-fragment02_190,,,
a6u-fragment02_192,,,
a6u-fragment02_193,,,
a6u-fragment02_194,,,
a6u-fragment02_195,,,
a6u-fragment02_196,,,
a6u-fragment02_199,,,
a6u-fragment02_201,,,
a6u-fragment02_204,,,
a6u-fragment02_206,,,
a6u-fragment02_207,,,
a6u-fragment02_212,,,
a6u-fragment02_214,,,
a6u-fragment02_220,,,
a6u-fragment02_221,,,
a6u-fragment02_222,,,
a6u-fragment02_225,,,
a6u-fragment02_226,,,
a6u-fragment02_227,,,
a6u-fragment02_229,,,
a6u-fragment02_231,,,
a6u-fragment02_232,,,
a6u-fragment02_233,,,
a6u-fragment02_238,,,
a6u-fragment02_239,,,
a6u-fragment02_240,,,
a6u-fragment02_242,,,
a6u-fragment02_243,,,
a6u-fragment02_246,,,
a6u-fragment02_247,,,
a6u-fragment02_251,,,
a6u-fragment02_253,,,
a6u-fragment02_260,,,
a6u-fragment02_262,,,
a6u-fragment02_263,,,
a6u-fragment02_264,,,
a6u-fragment02_267,,,
a6u-fragment02_268,,,
a6u-fragment02_271,,,
a6u-fragment02_275,,,
a6u-fragment02_277,,,
a6u-fragment02_280,,,
a6u-fragment02_281,,,
a6u-fragment02_284,,,
a6u-fragment02_286,,,
a6u-fragment02_288,,,
a6u-fragment02_289,,,
a6u-fragment02_294,,,
a6u-fragment02_295,,,
a6u-fragment02_296,,,
a6u-fragment02_304,,,
a7s-fragment03_39,,,
a7s-fragment03_42,,,
a7s-fragment03_43,,,
a7s-fragment03_45,,,
a7s-fragment03_46,,,
a7s-fragment03_49,,,
a7s-fragment03_50,,,
a7s-fragment03_53,,,
a7s-fragment03_55,,,
a7s-fragment03_56,,,
a7s-fragment03_57,,,
a7s-fragment03_58,,,
a7s-fragment03_60,,,
a7s-fragment03_64,,,
a7s-fragment03_67,,,
a7s-fragment03_71,,,
a7s-fragment03_72,,,
a7s-fragment03_73,,,
a7s-fragment03_74,,,
a7s-fragment03_76,,,
a7s-fragment03_78,,,
a7s-fragment03_79,,,
a7t-fragment01_3,,,
a7t-fragment01_4,,,
a7t-fragment01_6,,,
a7t-fragment01_7,,,
a7t-fragment01_9,,,
a7t-fragment01_10,,,
a7t-fragment01_11,,,
a7t-fragment01_15,,,
a7t-fragment01_16,,,
a7t-fragment01_18,,,
a7t-fragment01_20,,,
a7t-fragment01_22,,,
a7t-fragment01_23,,,
a7t-fragment01_24,,,
a7t-fragment01_27,,,
a7t-fragment01_28,,,
a7t-fragment01_32,,,
a7t-fragment01_33,,,
a7t-fragment01_36,,,
a7t-fragment01_39,,,
a7t-fragment01_40,,,
a7t-fragment01_42,,,
a7w-fragment01_1,,,
a7w-fragment01_2,,,
a7w-fragment01_5,,,
a7w-fragment01_6,,,
a7w-fragment01_11,,,
a7w-fragment01_12,,,
a7w-fragment01_14,,,
a7w-fragment01_15,,,
a7w-fragment01_16,,,
a7w-fragment01_19,,,
a7w-fragment01_21,,,
a7w-fragment01_22,,,
a7w-fragment01_23,,,
a7w-fragment01_25,,,
a7w-fragment01_26,,,
a7w-fragment01_27,,,
a7w-fragment01_28,,,
a7w-fragment01_30,,,
a7w-fragment01_31,,,
a7w-fragment01_32,,,
a7w-fragment01_35,,,
a7w-fragment01_36,,,
a7w-fragment01_37,,,
a7w-fragment01_38,,,
a7w-fragment01_39,,,
a7w-fragment01_42,,,
a7w-fragment01_43,,,
a7w-fragment01_44,,,
a7w-fragment01_45,,,
a7w-fragment01_48,,,
a7w-fragment01_51,,,
a7w-fragment01_52,,,
a7w-fragment01_58,,,
a7w-fragment01_59,,,
a7w-fragment01_60,,,
a7w-fragment01_61,,,
a7w-fragment01_63,,,
a7w-fragment01_64,,,
a7w-fragment01_66,,,
a7w-fragment01_67,,,
a7w-fragment01_70,,,
a7w-fragment01_72,,,
a7y-fragment03_169,,,
a7y-fragment03_174,,,
a7y-fragment03_175,,,
a7y-fragment03_178,,,
a7y-fragment03_179,,,
a7y-fragment03_180,,,
a7y-fragment03_185,,,
a7y-fragment03_186,,,
a7y-fragment03_187,,,
a7y-fragment03_188,,,
a7y-fragment03_191,,,
a7y-fragment03_193,,,
a7y-fragment03_194,,,
a7y-fragment03_196,,,
a7y-fragment03_200,,,
a7y-fragment03_201,,,
a7y-fragment03_202,,,
a7y-fragment03_203,,,
a7y-fragment03_205,,,
a7y-fragment03_206,,,
a80-fragment15_274,,,
a80-fragment15_277,,,
a80-fragment15_279,,,
a80-fragment15_280,,,
a80-fragment15_281,,,
a80-fragment15_283,,,
a80-fragment15_284,,,
a80-fragment15_286,,,
a80-fragment15_288,,,
a80-fragment15_291,,,
a80-fragment15_293,,,
a80-fragment15_296,,,
a80-fragment15_297,,,
a80-fragment15_298,,,
a80-fragment15_301,,,
a80-fragment15_302,,,
a8m-fragment02_61,,,
a8m-fragment02_63,,,
a8m-fragment02_65,,,
a8m-fragment02_66,,,
a8m-fragment02_67,,,
a8m-fragment02_69,,,
a8m-fragment02_70,,,
a8m-fragment02_71,,,
a8m-fragment02_72,,,
a8m-fragment02_73,,,
a8m-fragment02_74,,,
a8n-fragment19_311,,,
a8n-fragment19_312,,,
a8n-fragment19_313,,,
a8n-fragment19_315,,,
a8n-fragment19_318,,,
a8n-fragment19_319,,,
a8n-fragment19_320,,,
a8n-fragment19_324,,,
a8n-fragment19_326,,,
a8n-fragment19_328,,,
a8n-fragment19_330,,,
a8n-fragment19_334,,,
a8n-fragment19_337,,,
a8n-fragment19_339,,,
a8n-fragment19_341,,,
a8n-fragment19_346,,,
a8n-fragment19_347,,,
a8n-fragment19_349,,,
a8n-fragment19_350,,,
a8n-fragment19_351,,,
a8n-fragment19_352,,,
a8r-fragment02_25,,,
a8r-fragment02_29,,,
a8r-fragment02_30,,,
a8r-fragment02_32,,,
a8r-fragment02_35,,,
a8r-fragment02_36,,,
a8r-fragment02_38,,,
a8r-fragment02_41,,,
a8r-fragment02_43,,,
a8r-fragment02_45,,,
a8r-fragment02_46,,,
a8r-fragment02_50,,,
a8r-fragment02_51,,,
a8r-fragment02_53,,,
a8r-fragment02_56,,,
a8r-fragment02_60,,,
a8r-fragment02_61,,,
a8r-fragment02_62,,,
a8r-fragment02_71,,,
a8u-fragment14_316,,,
a8u-fragment14_320,,,
a8u-fragment14_321,,,
a8u-fragment14_323,,,
a8u-fragment14_325,,,
a8u-fragment14_330,,,
a8u-fragment14_331,,,
a8u-fragment14_333,,,
a8u-fragment14_336,,,
a8u-fragment14_338,,,
a8u-fragment14_341,,,
a8u-fragment14_347,,,
a8u-fragment14_351,,,
a8u-fragment14_353,,,
a8u-fragment14_356,,,
a8u-fragment14_359,,,
a8u-fragment14_360,,,
a8u-fragment14_363,,,
a8u-fragment14_364,,,
a98-fragment03_52,,,
a98-fragment03_54,,,
a98-fragment03_55,,,
a98-fragment03_59,,,
a98-fragment03_60,,,
a98-fragment03_61,,,
a98-fragment03_62,,,
a98-fragment03_63,,,
a98-fragment03_65,,,
a98-fragment03_70,,,
a98-fragment03_71,,,
a98-fragment03_72,,,
a98-fragment03_76,,,
a98-fragment03_78,,,
a98-fragment03_81,,,
a9j-fragment01_1,,,
a9j-fragment01_2,,,
a9j-fragment01_4,,,
a9j-fragment01_6,,,
a9j-fragment01_19,,,
a9j-fragment01_20,,,
a9j-fragment01_22,,,
a9j-fragment01_23,,,
a9j-fragment01_24,,,
a9j-fragment01_26,,,
a9j-fragment01_27,,,
a9j-fragment01_28,,,
a9j-fragment01_30,,,
a9j-fragment01_33,,,
a9j-fragment01_34,,,
a9j-fragment01_37,,,
a9j-fragment01_39,,,
a9j-fragment01_40,,,
a9j-fragment01_43,,,
a9j-fragment01_44,,,
a9j-fragment01_46,,,
a9j-fragment01_47,,,
a9j-fragment01_48,,,
a9j-fragment01_49,,,
a9j-fragment01_50,,,
a9j-fragment01_51,,,
a9j-fragment01_52,,,
a9j-fragment01_53,,,
a9j-fragment01_55,,,
a9j-fragment01_59,,,
a9j-fragment01_60,,,
a9j-fragment01_62,,,
a9j-fragment01_63,,,
a9j-fragment01_65,,,
a9j-fragment01_68,,,
a9j-fragment01_75,,,
a9j-fragment01_76,,,
a9j-fragment01_77,,,
aa3-fragment08_215,,,
aa3-fragment08_220,,,
aa3-fragment08_222,,,
aa3-fragment08_224,,,
aa3-fragment08_225,,,
aa3-fragment08_226,,,
aa3-fragment08_227,,,
aa3-fragment08_229,,,
aa3-fragment08_230,,,
aa3-fragment08_232,,,
aa3-fragment08_233,,,
aa3-fragment08_236,,,
aa3-fragment08_237,,,
aa3-fragment08_238,,,
aa3-fragment08_239,,,
aa3-fragment08_240,,,
aa3-fragment08_241,,,
aa3-fragment08_242,,,
aa3-fragment08_243,,,
aa3-fragment08_245,,,
aa3-fragment08_248,,,
aa3-fragment08_249,,,
ab9-fragment03_791,,,
ab9-fragment03_793,,,
ab9-fragment03_795,,,
ab9-fragment03_798,,,
ab9-fragment03_799,,,
ab9-fragment03_804,,,
ab9-fragment03_805,,,
ab9-fragment03_806,,,
ab9-fragment03_808,,,
ab9-fragment03_809,,,
ab9-fragment03_816,,,
ab9-fragment03_818,,,
ab9-fragment03_822,,,
ab9-fragment03_823,,,
ab9-fragment03_824,,,
ab9-fragment03_827,,,
ab9-fragment03_829,,,
ab9-fragment03_830,,,
ab9-fragment03_831,,,
ab9-fragment03_832,,,
ab9-fragment03_835,,,
ab9-fragment03_836,,,
ab9-fragment03_840,,,
ab9-fragment03_842,,,
ab9-fragment03_843,,,
ab9-fragment03_844,,,
ab9-fragment03_845,,,
ab9-fragment03_846,,,
ab9-fragment03_847,,,
ab9-fragment03_848,,,
ab9-fragment03_849,,,
ab9-fragment03_850,,,
ab9-fragment03_852,,,
ab9-fragment03_853,,,
ab9-fragment03_860,,,
ab9-fragment03_862,,,
ab9-fragment03_864,,,
ab9-fragment03_868,,,
ab9-fragment03_873,,,
ab9-fragment03_875,,,
ab9-fragment03_876,,,
ab9-fragment03_878,,,
ab9-fragment03_879,,,
ab9-fragment03_882,,,
ab9-fragment03_883,,,
ab9-fragment03_884,,,
ab9-fragment03_885,,,
ab9-fragment03_890,,,
ab9-fragment03_891,,,
ab9-fragment03_892,,,
ab9-fragment03_894,,,
ab9-fragment03_895,,,
ab9-fragment03_896,,,
ab9-fragment03_898,,,
ab9-fragment03_900,,,
ab9-fragment03_904,,,
ab9-fragment03_907,,,
ab9-fragment03_909,,,
ab9-fragment03_910,,,
ab9-fragment03_912,,,
ab9-fragment03_915,,,
ab9-fragment03_917,,,
ab9-fragment03_918,,,
ab9-fragment03_919,,,
ab9-fragment03_921,,,
ab9-fragment03_923,,,
ab9-fragment03_928,,,
ab9-fragment03_930,,,
ab9-fragment03_931,,,
ab9-fragment03_932,,,
ab9-fragment03_933,,,
ab9-fragment03_935,,,
ab9-fragment03_939,,,
ab9-fragment03_942,,,
ab9-fragment03_943,,,
ab9-fragment03_944,,,
ab9-fragment03_945,,,
ab9-fragment03_946,,,
ab9-fragment03_948,,,
ab9-fragment03_949,,,
ab9-fragment03_950,,,
ab9-fragment03_951,,,
ab9-fragment03_952,,,
ab9-fragment03_953,,,
ab9-fragment03_954,,,
ab9-fragment03_956,,,
ab9-fragment03_958,,,
ab9-fragment03_959,,,
ab9-fragment03_961,,,
ab9-fragment03_962,,,
ab9-fragment03_963,,,
ab9-fragment03_965,,,
ab9-fragment03_966,,,
ab9-fragment03_967,,,
ab9-fragment03_971,,,
ab9-fragment03_972,,,
ab9-fragment03_976,,,
ab9-fragment03_977,,,
ab9-fragment03_978,,,
ab9-fragment03_982,,,
ab9-fragment03_983,,,
